SPAL,0.00,0.03,0.06,0.09,0.12,0.15,0.18,0.21,0.24,0.27,0.30,0.33,0.36,0.39,0.42,0.45,0.48,0.51,0.54,0.57,0.60,0.63,0.66,10.00
0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.00,0.00,0.00,0.00,0.07,0.40,0.40,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.00,0.00,0.00,0.00,0.22,0.55,0.55,0.22,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.00,0.00,0.00,0.04,0.37,0.70,0.70,0.37,0.04,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.00,0.00,0.00,0.19,0.52,0.85,0.85,0.52,0.19,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.00,0.00,0.01,0.34,0.67,1.00,1.00,0.67,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.00,0.00,0.01,0.34,0.67,1.00,1.00,0.67,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.00,0.00,0.01,0.34,0.67,1.00,1.00,0.67,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.00,0.00,0.01,0.34,0.67,1.00,1.00,0.67,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.00,0.00,0.01,0.34,0.67,1.00,1.00,0.67,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.00,0.00,0.01,0.34,0.67,1.00,1.00,0.67,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.00,0.00,0.00,0.01,0.34,0.67,0.67,0.34,0.01,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.00,0.00,0.00,0.00,0.01,0.34,0.34,0.01,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
